"PARID","LUC","LUC_desc","situs","NAME","year","if1991","yearGroup"
"1704 00604900","R-10","R - Single Family/Cabin","906 W MILL CREEK WAY","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00605000","R-10","R - Single Family/Cabin","908 W MILL CREEK WAY","North Coventry",2009,"1991 or Later","2001-2010"
"1704 00605100","R-10","R - Single Family/Cabin","910 W MILL CREEK WAY","North Coventry",2009,"1991 or Later","2001-2010"
"1704 00605200","R-10","R - Single Family/Cabin","912 W MILL CREEK WAY","North Coventry",2008,"1991 or Later","2001-2010"
"1704 00605300","R-10","R - Single Family/Cabin","718  MEADOW WOOD AVE","North Coventry",2009,"1991 or Later","2001-2010"
"1704 00605400","R-10","R - Single Family/Cabin","720  MEADOW WOOD AVE","North Coventry",2012,"1991 or Later","2011-2022"
"1704 00605500","R-10","R - Single Family/Cabin","722  MEADOW WOOD AVE","North Coventry",2012,"1991 or Later","2011-2022"
"1704 00605600","R-10","R - Single Family/Cabin","724  MEADOW WOOD AVE","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00605700","R-10","R - Single Family/Cabin","726  MEADOW WOOD AVE","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00605800","R-10","R - Single Family/Cabin","728  MEADOW WOOD AVE","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00605900","R-10","R - Single Family/Cabin","730  MEADOW WOOD AVE","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00606000","R-10","R - Single Family/Cabin","732  MEADOW WOOD AVE","North Coventry",2013,"1991 or Later","2011-2022"
"1704 01020000","R-10","R - Single Family/Cabin","1000  COUNTRY WALK DR","North Coventry",2006,"1991 or Later","2001-2010"
"1704 01030000","R-10","R - Single Family/Cabin","1002  COUNTRY WALK DR","North Coventry",2011,"1991 or Later","2011-2022"
"1704 01040000","R-10","R - Single Family/Cabin","1004  COUNTRY WALK DR","North Coventry",2012,"1991 or Later","2011-2022"
"1704 01050000","R-10","R - Single Family/Cabin","1006  COUNTRY WALK DR","North Coventry",2012,"1991 or Later","2011-2022"
"1704 01060000","R-10","R - Single Family/Cabin","1008  COUNTRY WALK DR","North Coventry",2013,"1991 or Later","2011-2022"
"1704 01070000","R-10","R - Single Family/Cabin","1010  COUNTRY WALK DR","North Coventry",2014,"1991 or Later","2011-2022"
"1704 01080000","R-10","R - Single Family/Cabin","1012  COUNTRY WALK DR","North Coventry",2013,"1991 or Later","2011-2022"
"1704 01090000","R-10","R - Single Family/Cabin","1014  COUNTRY WALK DR","North Coventry",2014,"1991 or Later","2011-2022"
"1704 01100000","R-10","R - Single Family/Cabin","1016  CEDAR RIDGE DR","North Coventry",2005,"1991 or Later","2001-2010"
"1704 01110000","R-10","R - Single Family/Cabin","1018  CEDAR RIDGE DR","North Coventry",2007,"1991 or Later","2001-2010"
"1704 01120000","R-10","R - Single Family/Cabin","1020  CEDAR RIDGE DR","North Coventry",2013,"1991 or Later","2011-2022"
"1704 01130000","R-10","R - Single Family/Cabin","1022  CEDAR RIDGE DR","North Coventry",2013,"1991 or Later","2011-2022"
"1704 01140000","R-10","R - Single Family/Cabin","1001  COUNTRY WALK DR","North Coventry",2005,"1991 or Later","2001-2010"
"1704 01150000","R-10","R - Single Family/Cabin","1003  COUNTRY WALK DR","North Coventry",2006,"1991 or Later","2001-2010"
"1704 01160000","R-10","R - Single Family/Cabin","1015  CEDAR RIDGE DR","North Coventry",2007,"1991 or Later","2001-2010"
"1704 01170000","R-10","R - Single Family/Cabin","1017  CEDAR RIDGE DR","North Coventry",2006,"1991 or Later","2001-2010"
"1704 01180000","R-10","R - Single Family/Cabin","1019  CEDAR RIDGE DR","North Coventry",2009,"1991 or Later","2001-2010"
"1704 01190000","R-10","R - Single Family/Cabin","1021  CEDAR RIDGE DR","North Coventry",2008,"1991 or Later","2001-2010"
"1704 01200000","R-10","R - Single Family/Cabin","1023  CEDAR RIDGE DR","North Coventry",2007,"1991 or Later","2001-2010"
"1704 01210000","R-10","R - Single Family/Cabin","1030  CEDAR RIDGE DR","North Coventry",2011,"1991 or Later","2011-2022"
"1704 01220000","R-10","R - Single Family/Cabin","1028  CEDAR RIDGE DR","North Coventry",2012,"1991 or Later","2011-2022"
"1704 01230000","R-10","R - Single Family/Cabin","1026  CEDAR RIDGE DR","North Coventry",2012,"1991 or Later","2011-2022"
"1704 01240000","R-10","R - Single Family/Cabin","1024  CEDAR RIDGE DR","North Coventry",2011,"1991 or Later","2011-2022"
"1704E00010000","R-10","R - Single Family/Cabin","815 E SCHUYLKILL RD","North Coventry",1933,"Before 1991","1950 or older"
"1704E00020000","R-10","R - Single Family/Cabin","805 E SCHUYLKILL RD","North Coventry",1948,"Before 1991","1950 or older"
"1704E00030000","R-10","R - Single Family/Cabin","793 E SCHUYLKILL RD","North Coventry",1942,"Before 1991","1950 or older"
"1704E00040000","R-10","R - Single Family/Cabin","785 E SCHUYLKILL RD","North Coventry",1870,"Before 1991","1950 or older"
"1704E00050000","R-10","R - Single Family/Cabin","791  MAURER RD","North Coventry",1982,"Before 1991","1981-1990"
"1704E00060000","R-10","R - Single Family/Cabin","795  MAURER RD","North Coventry",1920,"Before 1991","1950 or older"
"1704E00070000","R-10","R - Single Family/Cabin","803  MAURER RD","North Coventry",1920,"Before 1991","1950 or older"
"1704E00080000","R-10","R - Single Family/Cabin","813  MAURER RD","North Coventry",1946,"Before 1991","1950 or older"
"1704E00090000","R-10","R - Single Family/Cabin","833 E SCHUYLKILL RD","North Coventry",1930,"Before 1991","1950 or older"
"1704E00100000","R-10","R - Single Family/Cabin","843 E SCHUYLKILL RD","North Coventry",1930,"Before 1991","1950 or older"
"1704E00120000","R-10","R - Single Family/Cabin","871 E SCHUYLKILL RD","North Coventry",1930,"Before 1991","1950 or older"
"1704E00140000","R-10","R - Single Family/Cabin","881 E SCHUYLKILL RD","North Coventry",1933,"Before 1991","1950 or older"
"1704E00150000","R-10","R - Single Family/Cabin","897 E SCHUYLKILL RD","North Coventry",1900,"Before 1991","1950 or older"
"1704E00160000","R-10","R - Single Family/Cabin","929 E SCHUYLKILL RD","North Coventry",1724,"Before 1991","1950 or older"
